session_id,scenario_type,is_attack,is_malicious_cmd,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,intent,intent_index,risk_score
mode_transitions_22,mode_transitions,False,False,0.25333333,0.46,0.01,0.07424089,0.053212956,0.0,0.045943797,0.003921569,0.003921569,1.0,0.1,0.04,0.2,0.0025,0.02,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2857143,0.0,1.0,0.85,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_22,mode_transitions,False,False,0.25333333,0.46,0.02,0.05768947,0.032996982,0.0,0.034701858,0.003921569,0.003921569,1.0,0.1,0.04,0.4,0.006666667,0.02,1.0,0.6666667,0.0,0.33333334,1.0,0.614537,,0.0,1.0,0.0,0.42857143,0.0,1.0,0.8,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_22,mode_transitions,False,False,0.25333333,0.46,0.03,-0.047942627,0.081439,0.0,0.049575213,0.003921569,0.003921569,1.0,0.1,0.04,0.6,0.0125,0.02,1.0,0.75,0.0,0.25,1.0,-0.601609,,0.0,1.0,0.0,0.85714287,0.0,1.0,0.75,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_22,mode_transitions,False,False,0.25333333,0.46,0.04,0.03414646,0.0120881265,0.0,0.026981955,0.003921569,0.003921569,1.0,0.1,0.04,0.8,0.02,0.02,1.0,0.8,0.0,0.2,1.0,-0.3878307,,0.0,1.0,0.0,0.5714286,0.0,1.0,0.7,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_22,mode_transitions,False,False,0.25333333,0.46,0.05,-0.07780211,-0.010588891,0.0,0.046543777,0.003921569,0.003921569,1.0,0.1,0.04,1.0,0.029166667,0.02,1.0,0.8333333,0.0,0.16666667,1.0,-0.6757534,,0.0,1.0,0.0,0.71428573,0.0,1.0,0.65,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_23,mode_transitions,False,False,0.25333333,0.46,0.01,0.009329644,-0.02391989,0.0,0.013776823,0.003921569,0.003921569,1.0,0.1,0.04,0.2,0.0025,0.02,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2857143,0.0,1.0,0.85,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_23,mode_transitions,False,False,0.25333333,0.46,0.02,0.09536006,-0.077855885,0.0,0.062360004,0.003921569,0.003921569,1.0,0.1,0.04,0.4,0.006666667,0.02,1.0,0.6666667,0.0,0.33333334,1.0,0.9334077,,0.0,1.0,0.0,0.42857143,0.0,1.0,0.8,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_23,mode_transitions,False,False,0.25333333,0.46,0.03,-0.015490314,-0.09159507,0.0,0.04880985,0.003921569,0.003921569,1.0,0.1,0.04,0.6,0.0125,0.02,1.0,0.75,0.0,0.25,1.0,0.16004923,,0.0,1.0,0.0,0.85714287,0.0,1.0,0.75,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_23,mode_transitions,False,False,0.25333333,0.46,0.04,0.047980823,0.08361531,0.0,0.052186396,0.003921569,0.003921569,1.0,0.1,0.04,0.8,0.02,0.02,1.0,0.8,0.0,0.2,1.0,0.29938376,,0.0,1.0,0.0,0.5714286,0.0,1.0,0.7,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_23,mode_transitions,False,False,0.25333333,0.46,0.05,-0.043992534,0.071668334,0.0,0.048917517,0.003921569,0.003921569,1.0,0.1,0.04,1.0,0.029166667,0.02,1.0,0.8333333,0.0,0.16666667,1.0,-0.18724552,,0.0,1.0,0.0,0.71428573,0.0,1.0,0.65,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_24,mode_transitions,False,False,0.25333333,0.46,0.01,0.05079238,0.060981356,0.0,0.0399956,0.003921569,0.003921569,1.0,0.1,0.04,0.2,0.0025,0.02,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2857143,0.0,1.0,0.85,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_24,mode_transitions,False,False,0.25333333,0.46,0.02,-0.09639869,0.09256207,0.0,0.067565605,0.003921569,0.003921569,1.0,0.1,0.04,0.4,0.006666667,0.02,1.0,0.6666667,0.0,0.33333334,1.0,-0.36862502,,0.0,1.0,0.0,0.42857143,0.0,1.0,0.8,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_24,mode_transitions,False,False,0.25333333,0.46,0.03,0.045334198,-0.03904978,0.0,0.03346668,0.003921569,0.003921569,1.0,0.1,0.04,0.6,0.0125,0.02,1.0,0.75,0.0,0.25,1.0,0.20570172,,0.0,1.0,0.0,0.85714287,0.0,1.0,0.75,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_24,mode_transitions,False,False,0.25333333,0.46,0.04,0.065878935,-0.04369576,0.0,0.044298287,0.003921569,0.003921569,1.0,0.1,0.04,0.8,0.02,0.02,1.0,0.8,0.0,0.2,1.0,0.46968278,,0.0,1.0,0.0,0.5714286,0.0,1.0,0.7,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_24,mode_transitions,False,False,0.25333333,0.46,0.05,0.07455077,-0.07748392,0.0,0.059290756,0.003921569,0.003921569,1.0,0.1,0.04,1.0,0.029166667,0.02,1.0,0.8333333,0.0,0.16666667,1.0,0.59299934,,0.0,1.0,0.0,0.71428573,0.0,1.0,0.65,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_26,mode_transitions,False,False,0.25333333,0.46,0.01,0.033560935,0.018644314,0.0,0.0198365,0.003921569,0.003921569,1.0,0.1,0.04,0.2,0.0025,0.02,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2857143,0.0,1.0,0.85,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_26,mode_transitions,False,False,0.25333333,0.46,0.02,0.0784605,-0.06293397,0.0,0.051275562,0.003921569,0.003921569,1.0,0.1,0.04,0.4,0.006666667,0.02,1.0,0.6666667,0.0,0.33333334,1.0,-0.039888196,,0.0,1.0,0.0,0.42857143,0.0,1.0,0.8,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_26,mode_transitions,False,False,0.25333333,0.46,0.03,-0.084206164,-0.052097965,0.0,0.051732186,0.003921569,0.003921569,1.0,0.1,0.04,0.6,0.0125,0.02,1.0,0.75,0.0,0.25,1.0,-0.750581,,0.0,1.0,0.0,0.85714287,0.0,1.0,0.75,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_26,mode_transitions,False,False,0.25333333,0.46,0.04,0.058915656,-0.09306595,0.0,0.058592502,0.003921569,0.003921569,1.0,0.1,0.04,0.8,0.02,0.02,1.0,0.8,0.0,0.2,1.0,-0.3721436,,0.0,1.0,0.0,0.5714286,0.0,1.0,0.7,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_26,mode_transitions,False,False,0.25333333,0.46,0.05,0.016561367,0.09908751,0.0,0.056108404,0.003921569,0.003921569,1.0,0.1,0.04,1.0,0.029166667,0.02,1.0,0.8333333,0.0,0.16666667,1.0,-0.3528629,,0.0,1.0,0.0,0.71428573,0.0,1.0,0.65,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_28,mode_transitions,False,False,0.25333333,0.46,0.01,-0.03661068,-0.013080807,0.0,0.020071432,0.003921569,0.003921569,1.0,0.1,0.04,0.2,0.0025,0.02,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.2857143,0.0,1.0,0.85,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_28,mode_transitions,False,False,0.25333333,0.46,0.02,0.05477593,0.020384686,0.0,0.030886639,0.003921569,0.003921569,1.0,0.1,0.04,0.4,0.006666667,0.02,1.0,0.6666667,0.0,0.33333334,1.0,0.5598091,,0.0,1.0,0.0,0.42857143,0.0,1.0,0.8,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_28,mode_transitions,False,False,0.25333333,0.46,0.03,0.07850466,-0.011323997,0.0,0.042400513,0.003921569,0.003921569,1.0,0.1,0.04,0.6,0.0125,0.02,1.0,0.75,0.0,0.25,1.0,0.7906899,,0.0,1.0,0.0,0.85714287,0.0,1.0,0.75,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_28,mode_transitions,False,False,0.25333333,0.46,0.04,0.021417916,0.02626151,0.0,0.026212564,0.003921569,0.003921569,1.0,0.1,0.04,0.8,0.02,0.02,1.0,0.8,0.0,0.2,1.0,0.5331551,,0.0,1.0,0.0,0.5714286,0.0,1.0,0.7,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
mode_transitions_28,mode_transitions,False,False,0.25333333,0.46,0.05,0.018339433,0.040526755,0.0,0.033461742,0.003921569,0.003921569,1.0,0.1,0.04,1.0,0.029166667,0.02,1.0,0.8333333,0.0,0.16666667,1.0,0.3624725,,0.0,1.0,0.0,0.71428573,0.0,1.0,0.65,0.2,0.25,0.0,0.0,0.0,1.0,0.5,0.0,MODE_CONTROL,2,0.16000000000000003
emergency_rtl_0,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.005501329,-0.090870254,0.0,0.045518313,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_2,emergency_rtl,False,False,0.25333333,0.385,0.0,0.022156015,-0.043863356,0.0,0.02457073,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_3,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.09889884,-0.09846719,0.0,0.0697796,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_4,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.07839485,-0.03222787,0.0,0.042380385,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_5,emergency_rtl,False,False,0.25333333,0.385,0.0,0.0025335453,-0.041302234,0.0,0.020689934,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_6,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.082581446,0.023413302,0.0,0.04291817,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_7,emergency_rtl,False,False,0.25333333,0.385,0.0,0.0014823878,0.0748445,0.0,0.037429594,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_8,emergency_rtl,False,False,0.25333333,0.385,0.0,0.098563366,-0.07370218,0.0,0.061536063,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_9,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.015634364,-0.017795784,0.0,0.01184402,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_11,emergency_rtl,False,False,0.25333333,0.385,0.0,0.06423966,-0.09968698,0.0,0.059296347,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_17,emergency_rtl,False,False,0.25333333,0.385,0.0,0.02721921,0.08265739,0.0,0.043511864,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_19,emergency_rtl,False,False,0.25333333,0.385,0.0,0.0067934943,-0.07157257,0.0,0.035947133,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_20,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.040991858,-0.0027999012,0.0,0.020543685,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_21,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.07539934,0.0117284795,0.0,0.03815304,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_22,emergency_rtl,False,False,0.25333333,0.385,0.0,0.03045833,0.06912087,0.0,0.037767064,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_23,emergency_rtl,False,False,0.25333333,0.385,0.0,0.034593325,-0.044923764,0.0,0.028349793,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_24,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.0107160965,0.05967607,0.0,0.030315293,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_25,emergency_rtl,False,False,0.25333333,0.385,0.0,0.08332705,-0.013802956,0.0,0.04223126,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_26,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.025765516,0.020214833,0.0,0.016374532,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_27,emergency_rtl,False,False,0.25333333,0.385,0.0,-0.025089422,-0.06662796,0.0,0.035597626,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
emergency_rtl_29,emergency_rtl,False,False,0.25333333,0.385,0.0,0.029164478,0.027380463,0.0,0.020001603,0.003921569,0.003921569,1.0,0.1,0.04,0.2,1.0,0.6,0.5,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5714286,0.0,1.0,0.22,0.3,0.4,0.0,0.0,0.0,1.0,1.0,0.0,ABORT,3,0.2
parameter_tuning_0,parameter_tuning,False,False,0.25333333,0.691,0.1,-0.018074222,-0.037756503,0.0,0.054203853,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.25,0.2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_0,parameter_tuning,False,False,0.25333333,0.691,0.2,0.03542413,0.02115585,0.0,0.10210588,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.6666667,0.2,1.0,0.0,0.0,0.33333334,1.0,0.94662744,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_0,parameter_tuning,False,False,0.25333333,0.691,0.3,-0.027081255,-0.05642149,0.0,0.15322922,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.25,1.0,0.28198615,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_0,parameter_tuning,False,False,0.25333333,0.691,0.4,0.097607195,-0.009199676,0.0,0.20591976,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.2,1.0,0.71473455,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_1,parameter_tuning,False,False,0.25333333,0.691,0.1,-0.0028820601,-0.09449266,0.0,0.068806194,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.25,0.2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_1,parameter_tuning,False,False,0.25333333,0.691,0.2,0.0010910236,0.09280348,0.0,0.110242546,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.6666667,0.2,1.0,0.0,0.0,0.33333334,1.0,-0.8181458,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_1,parameter_tuning,False,False,0.25333333,0.691,0.3,-0.023158658,-0.0922008,0.0,0.15735097,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.25,1.0,-0.90994376,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_1,parameter_tuning,False,False,0.25333333,0.691,0.4,-0.093808845,-0.022402648,0.0,0.2057316,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.2,1.0,-0.92134815,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_2,parameter_tuning,False,False,0.25333333,0.691,0.1,0.051242724,-0.008295398,0.0,0.056335226,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.25,0.2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_2,parameter_tuning,False,False,0.25333333,0.691,0.2,-0.042151045,0.080016635,0.0,0.109749004,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.6666667,0.2,1.0,0.0,0.0,0.33333334,1.0,0.20600404,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_2,parameter_tuning,False,False,0.25333333,0.691,0.3,-0.076772206,0.09118377,0.0,0.16140667,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.25,1.0,-0.2635581,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_2,parameter_tuning,False,False,0.25333333,0.691,0.4,-0.037206657,0.07768074,0.0,0.2045841,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.2,1.0,-0.206748,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_3,parameter_tuning,False,False,0.25333333,0.691,0.1,0.09680263,-0.042318914,0.0,0.072735205,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.25,0.2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_3,parameter_tuning,False,False,0.25333333,0.691,0.2,0.092227094,-0.02210362,0.0,0.110673405,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.6666667,0.2,1.0,0.0,0.0,0.33333334,1.0,0.8380219,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_3,parameter_tuning,False,False,0.25333333,0.691,0.3,-0.02289762,-0.03192258,0.0,0.15128066,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.25,1.0,-0.30031878,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_3,parameter_tuning,False,False,0.25333333,0.691,0.4,0.0082815215,-0.06917099,0.0,0.2030106,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.2,1.0,-0.42953387,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_5,parameter_tuning,False,False,0.25333333,0.691,0.1,0.011541765,-0.030544592,0.0,0.052597966,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.25,0.2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_5,parameter_tuning,False,False,0.25333333,0.691,0.2,0.01609352,-0.07216066,0.0,0.10661398,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.6666667,0.2,1.0,0.0,0.0,0.33333334,1.0,0.89705336,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_5,parameter_tuning,False,False,0.25333333,0.691,0.3,-0.01119125,0.025246864,0.0,0.1506342,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.25,1.0,0.49557626,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_5,parameter_tuning,False,False,0.25333333,0.691,0.4,-0.0022204337,-0.01964424,0.0,0.20024411,0.003921569,0.003921569,0.6,0.1,0.04,0.0,1.0,0.2,1.0,0.0,0.0,0.2,1.0,0.4150095,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_6,parameter_tuning,False,False,0.25333333,0.691,0.1,0.024681192,0.013875472,0.0,0.05196559,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.25,0.2,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
parameter_tuning_6,parameter_tuning,False,False,0.25333333,0.691,0.2,0.024132095,-0.059737578,0.0,0.10506062,0.003921569,0.003921569,0.6,0.1,0.04,0.0,0.6666667,0.2,1.0,0.0,0.0,0.33333334,1.0,-0.869205,,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,PARAMETER_CHANGE,6,0.24
